113	UAFWERC_IceThickness	Ice thickness	Ice thickness measured on lake using measuring tape and method ID 9	Not Applicable	48	Ice, waterbody	Field Observation	-1	0	103	sporadic	hydrology	-9999	
114	UAFWERC_WaterDepth	Water depth	Water depth below ice, method ID 9	Not Applicable	48	Surface Water	Field Observation	-1	0	103	sporadic	hydrology	-9999	
118	UAFWERC_FreeBoard	Free Board	Distance between ice and water (method ID 9)	Not Applicable	48	Surface Water	Field Observation	-1	0	103	sporadic	hydrology	-9999	
119	UAFWERC_SnowDepthLake	Snow depth	Snow depth at one point on lake above sampling hole	Not Applicable	48	Surface Water	Field Observation	-1	0	103	sporadic	hydrology	-9999	
120	UAFWERC_IncomingLongwave	Radiation, incoming longwave	atmospheric longwave radiation, hourly	Not Applicable	33	Air	Field Observation	-1	0	103	Average	Climate	7777	
121	UAFWERC_OutgoingShortwave	Radiation, outgoing shortwave	reflected shortwave radiation	Not Applicable	33	Air	Field Observation	-1	0	103	Average	Climate	7777	
122	UAFWERC_IncomingShortwave	Radiation, incoming shortwave	incident shortwave radiation	Not Applicable	33	Air	Field Observation	-1	0	103	Average	Climate	7777	
124	UAFWERC_SnowTempHourly	Temperature	snow temp in C, measure cm above soil surface	Not Applicable	96	Snow	Field Observation	-1	0	103	Average	Climate	7777	
125	UAFWERC_StationPressure	Barometric pressure	station pressure (mb), hourly	Not Applicable	90	Air	Field Observation	-1	0	103	Average	Climate	7777	
127	UAFWERC_WindDirectionStandardDeviation	Wind direction	Wind direction, standard deviation	Not Applicable	2	Air	Derived Value	-1	0	103	StandardDeviation	Climate	7777	
134	UAFWERC_Photosynthetic_shortwave	Radiation, incoming PAR	photosynthetic shortwave radiation, hourly	Not Applicable	33	Air	Field Observation	-1	0	103	Average	Climate	7777	
142	UAFWERC_SnowDepth	Snow depth	spatially averaged snow depth (cm) snow survey	Not Applicable	47	Snow	Field Observation	0	0	107	Instantaneous	Hydrology	9999	
143	UAFWERC_SnowDensity_SnowSurvey	Density	spatially averaged snow density, g/cm3	Not Applicable	198	Snow	Field Observation	0	0	107	Instantaneous	Hydrology	-9999	
145	UAFWERC_Discharge_MINUTE_calculated	Discharge	Discharge, calculated cubic meters per second/minute	Not Applicable	36	Surface Water	Derived Value	0	0	102	Average	Hydrology	7777	
148	UAFWERC_Discharge_QUARTER_HOUR_calculated	Discharge	Discharge, calculated cubic meters per second every 15 minutes	Not Applicable	36	Surface Water	Derived Value	-1	15	102	Average	Hydrology	7777	
149	UAFWERC_Discharge_HOURLY_calculated	Discharge	Discharge, calculated hourly	Not Applicable	36	Surface Water	Derived Value	-1	0	103	Average	Hydrology	7777	
150	UAFWERC_Discharge_Sporadic	Discharge	Discharge, cubic meters per second, sporadic 	Not Applicable	36	Surface Water	Field Observation	0	0	102	Sporadic	Hydrology	7777	
151	UAFWERC_Stage	Gage height	Observed stage	Not Applicable	48	Surface Water	Field Observation	0	0	102	Sporadic	Hydrology	7777	
152	BLM-WERC_Whitman-Arp_Discharge	Discharge	Discharge, cubic meters per second, daily average at unknown intervals	Not Applicable	36	Surface Water	Field Observation	-1	0	103	Average	Hydrology	7777	
155	UAFWERC_WaterTemp_Sporadic	Temperature	Water temperature C, sporadic	Not Applicable	96	Surface Water	Field Observation	0	0	102	Sporadic	Hydrology	9999	
156	UAFWERC_pH	pH	pH, sporadic	Not Applicable	309	Surface Water	Field Observation	0	0	102	Sporadic	Hydrology	9999	
158	UAFWERC_Barometric	Barometric Pressure	Barometric pressure, mm Hg, sporadic	Not Applicable	86	Surface Water	Field Observation	0	0	102	Sporadic	Climate	9999	
160	UAFWERC_Cond	Electrical conductivity	Conductivity, uS/cm, sporadic	Not Applicable	192	Surface Water	Field Observation	0	0	102	Sporadic	Hydrology	9999	
161	UAFWERC_RDO	Oxygen, dissolved	Reduced dissolved oxygen,ppm, sporadic	Not Applicable	205	Surface Water	Field Observation	0	0	102	Sporadic	Hydrology	9999	
162	UAFWERC_Turb	Turbidity	Turbidity, JTU, sporadic	Not Applicable	221	Surface Water	Field Observation	0	0	102	Sporadic	Hydrology	9999	
163	UAFWERC_ORP	Reduction potential	Oxidation Reduction Potential, sporadic	Not Applicable	137	Surface Water	Field Observation	0	0	102	Sporadic	Hydrology	9999	
164	UAFWERC_TOC	Carbon, total organic	Total Organic Carbon, ft, sporadic	Not Applicable	199	Surface Water	Field Observation	0	0	102	Sporadic	Hydrology	9999	
165	UAFWERC_Pressure	Water pressure	Pressure, kPa, sporadic	Not Applicable	170	Surface Water	Field Observation	0	0	102	Sporadic	Hydrology	9999	
169	McCall_1958_hourlyTemp_f	Temperature	air temp F, hourly	Not Applicable	97	Air	Field Observation	0	1	103	Average	Climate	-9999	
170	UAFWERC_LDO	luminescent dissolved oxygen	luminescent dissolved oxygen, feet, sporadic minute	Not Applicable	48	Surface Water	Field Observation	0	0	102	Sporadic	Hydrology	9999	
171	UAFWERC_HachTemp	Temperature	Hach Temp (LDO meter), C 	Not Applicable	96	Instrument diagnostics	Field Observation	0	0	102	Sporadic	Instrumentation	9999	
173	McCall_1958_rad_sw_in_hourly	Radiation, incoming shortwave	shortwave in, hourly	Not Applicable	29	Air	Field Observation	0	1	103	Unknown	Climate	-9999	
181	McCall_1958_rad_sw_out_hourly	Radiation, outgoing shortwave	refl solar, hourly	Not Applicable	29	Air	Field Observation	0	1	103	Unknown	Climate	-9999	
183	McCall_1958_rad_lw_in_hourly	Radiation, incoming longwave	long in, hourly	Not Applicable	29	Air	Field Observation	0	1	103	Unknown	Climate	-9999	
184	McCall_1958_rad_lw_out_hourly	Radiation, outgoing longwave	long out, hourly	Not Applicable	29	Air	Field Observation	0	1	103	Unknown	Climate	-9999	
187	McCall_1958_rad_net_hourly	Radiation, net	net rad flux, hourly	Not Applicable	29	Air	Field Observation	0	1	103	Unknown	Climate	-9999	
188	McCall_1958_albedo_hourly	albedo	albedo %, hourly	Not Applicable	1	Soil	Field Observation	0	1	103	Unknown	Climate	-9999	
191	McCall_1958_rad_total_in_hourly	Radiation, total incoming	total in, hourly	Not Applicable	29	Air	Field Observation	0	1	103	Unknown	Climate	-9999	
192	McCall_1958_rad_total_out_hourly	Radiation, total outgoing	total out, hourly	Not Applicable	29	Air	Field Observation	0	1	103	Unknown	Climate	-9999	
193	UAFWERC_SnowDepthHourly	Snow depth	Snow depth hourly, meters	Not Applicable	52	Snow	Field Observation	-1	0	103	Unknown	Hydrology	7777	
195	McCall_Peters_Max_temp_Daily_f	Temperature	Maximum Air temperature degrees f	Not applicable	97	Air	Field Observation	0	1	104	Maximum	climate	-9999	
196	McCall_Peters_Min_temp_Daily_f	Temperature	Minimum Air temperature degrees f	Not applicable	97	Air	Field Observation	0	1	104	Minimum	climate	-9999	
198	McCall_1957-58_RH_twiceDaily	Relative Humidity	Relative humidity measured twice a day. Data was only collected during the summer. Relative humidity was measured twice a day during the summer. Measurements were collected at 0600, 0800, 1200, 1800, or 2000 AST. The time of day changed that measurements were taken changed in July 1957, Sept 1957, and Aug 1958.  	Not applicable	1	Air	Field Observation	0	0	104	Instantaneous	climate	-9999	
199	McCall_Peters_DailyPrecip_inches_of_water	Precipitation	Daily precipitation in inches of water	Not applicable	49	Precipitation	Field Observation	0	1	104	Incremental	climate	-9999	
209	McCall_1957-58_WindDirection	Wind Direction	wind unknown, doe not data does not match up with data in publication	Not applicable	2	Air	Field Observation	-1	1	104	Instantaneous	climate	-9999	
214	McCall_1957-58_WindSpeed	Wind Speed	wind unknown, data in spreadsheet does not data does not match up with data in publication	Not applicable	119	Air	Field Observation	-1	1	104	Unknown	climate	-9999	
215	UAFWERC_SWE_Daily	Snow Water Equivalent	Snow Water Equivalent, cm, daily	Not applicable	47	Snow	Derived Value	0	0	104	Average	Hydrology	7777	
217	AirTemp_Instant_f_regular	Temperature	Air temperature (f) collected at regular intervals	Not applicable	97	Air	Field Observation	-1	0	103	Instantaneous	Climate	-9999	
218	NCDC_ISH_AirTemp	Temperature	Air temperature, NCDC Integrated Surface Hourly.  C/Avg Minute	Not applicable	96	Air	Field Observation	0	0	102	Average	Climate	9999	
221	UAFWERC_WaterTemp_QUARTER_HOURLY	Temperature	Water temperature, C, quarter hourly	Not applicable	96	Surface Water	Field Observation	0	0	102	Average	Hydrology	7777	
222	UAFWERC_TotalHemisphericRadiation	Radiation, net longwave	Net Total hemispheric radiation	Not applicable	33	Air	Field Observation	-1	0	103	Unknown	Climate	7777	
223	McCall1969_1971_DailyMaxTemp_degC	Temperature	Daily maximum temperature in degrees celsius	Not applicable	96	Air	Field Observation	-1	0	104	maximum	climate	-9999	
225	McCall1969_1971_DailyMinTemp_degC	Temperature	Daily minimum temperature in degrees celsius	Not Applicable	96	Air	Field Observation	-1	0	104	minimum	climate	-9999	
226	McCall1971_DailyMaxWindSpd	Wind Speed	Daily Maximum windspeed in unknown units	Not applicable	119	Air	Field Observation	-1	0	104	maximum	climate	-9999	
227	McCall1971_DailyMinWindSpd	Wind Speed	Daily Minimum windspeed in unknown units	Not applicable	119	Air	Field Observation	-1	0	104	minimum	climate	-9999	
228	McCall1971_DailyMaxVaporPressue_MBar	Vapor Pressure	DailyMaxVaporPressue_MBar	Not Applicable	90	Air	Field Observation	-1	0	104	maximum	climate	-9999	
229	McCall1971_DailyMinVaporPressue_MBar	Vapor Pressure	DailyMinVaporPressue_MBar	Not Applicable	90	Air	Field Observation	-1	0	104	minimum	climate	-9999	
270	McCall1969_H20VPress_mbar	Vapor Pressure	Daily Vapor Pressure (mbar), datatype unknown	Not applicable	90	Air	Field Observation	-1	0	104	unknown	climate	-9999	
274	MCall1969_Precip_mm	Precipitation	DailyPrecip (mm), data type unknown	Not Applicable	54	Precipitation	Field Observation	-1	0	104	Unknown	climate	-9999	
275	MCall1969_MaxDischarge_litersPerSec	Discharge	discharge (l/s), daily maximum	Not Applicable	39	surface water	Field Observation	-1	0	103	maximum	hydrology	-9999	
276	MCall1969_MinDischarge_litersPerSec	Discharge	discharge (l/s), daily minimum	Not Applicable	39	surface water	Field Observation	-1	0	103	minimum	hydrology	-9999	
277	McCall1994_DailyTemp_degressC_datatypeunknown	temperature	Daily Air Temp (C), data type unknown	Not applicable	96	air	Field Observation	-1	0	104	Unknown	climate	-9999	
279	LPeters1959_Hourly_AirTemp_DataTypeUnknown_degreeF	temperature	air temp every 2 to 8 hours, data type unknown, degree f	not applicable	97	air	field observation	-1	2	103	Unknown	climate	-9999	
288	LPeters1960_61_DryBulbAirTempF_2to8Hr_DataTypeUnk	temperature	dry bulb air temp every 2 to 8 hours, data type unknown, degree f	not applicable	97	air	field observation	-1	2	103	Unknown	climate	-9999	
289	LPeters1959_60_DewPntTempF_2to8Hr_DataTypeUnk	temperature, dew point	dew point temperature every 2 to 8 hours, data type unknown, degree f	not applicable	97	air	field observation	-1	2	103	Unknown	climate	-9999	
290	LPeters1959_61_WndDir_2to8Hr_DataTypeUnk	wind direction	wind direction data collected every 2 to 8 hours, data type unknown, degrees	not applicable	2	air	field observation	-1	2	103	Unknown	climate	-9999	
292	LPeters1959_61_Wndspd_MPSec_2to8Hr_DataTypeUnk	wind speed	wind speed data collected every 2 to 8 hours, data type unknown, meters / sec	not applicable	119	air	field observation	-1	2	103	Unknown	climate	-9999	
293	LPeters1959_60_RH_2to8Hr_DataTypeUnk	relative humidity	relative humidity (%) data collected every 2 to 8 hours, data type unknown	not applicable	1	air	field observation	-1	2	103	Unknown	climate	-9999	
294	LPeters1959_61_Precip_DataTypeUnk_inches	precipitation	Year-round precipitation (inches), method and data type unknown	not applicable	49	precipitation	field observation	0	0	103	unknown	climate	-9999	
295	LChamberlin1958_TempMax_Daily_F	temperature	daily maximum temperature (f)	not applicable	97	air	field observation	-1	1	104	maximum	climate	-9999	
296	LChamberlin1958_TempMin_Daily_F	temperature	daily minimum temperature (f)	not applicable	97	air	field observation	-1	1	104	minimum	climate	-9999	
298	LChamberlin1958_TempAvg_Daily_F	temperature	daily average temperature (f)	not applicable	97	air	field observation	-1	1	104	Average	climate	-9999	
299	LChamberlin1958_RH_Daily_percent	relative humidity	daily RH (%)	not applicable	1	air	field observation	-1	1	104	unknown	climate	-9999	
301	LChamberlin1958_Rain_in	precipitation	precip as rain (inches)	not applicable	49	precipitation	field observation	-1	1	104	unknown	climate	-9999	
302	LChamberlin1958_Snow_in	Snowfall	precip as snow (inches)	not applicable	49	precipitation	field observation	-1	1	104	unknown	climate	-9999	
303	LChamberlin1958_MeanAblation_cm	ablation	mean ablation (cm), datatype unknown	not applicable	47	snow	field observation	-1	1	104	unknown	climate	-9999	
304	LChamberlinStreamDischarge_cfs_dataTypeUnk	discharge	Discharge (cfs), DataType Unknown	not applicable	35	surface water	field observation	0	1	104	Unknown	hydrology	-9999	
307	UAFIARC_BarrowRunoff_mmPerHr	runoff	runoff (mm hour) measured in a drained lake basin	not applicable	121	surface water	field observation	-1	1	103	continuous	hydrology	-9999	
308	UAFIARC_Barrow_precip_cumulative_mm	precipitation	precipitation, cumulative, regular, mm	not applicable	54	precipitation	field observation	-1	1	103	cumulative	hydrology	-9999	
309	USGS-GTNP_AtmPressure_mb_hrly	barometric pressure	barometric pressure (mbar), average over previous hour	not applicable	90	air	field observation	-1	0	103	Average	climate	-9999	
310	USGS-GTNP_AirTemp_C_hrly	temperature	air temperature (C),  average over previous hour	not applicable	96	air	field observation	-1	0	103	Average	climate	-9999	
313	USGS-GTNP_WndSpd_mps_hrly	wind speed	wind speed (meters per sec),  average over previous hour	not applicable	119	air	field observation	-1	0	103	Average	climate	-9999	
314	USGS-GTNP_WndDir_deg_hrly	wind direction	wind direction (degrees),  average over previous hour	not applicable	2	air	field observation	-1	0	103	Average	climate	-9999	
316	USGS-GTNP_RadIncomSW_WPM2_hrly	Radiation, incoming shortwave	downwelling shortwave flux (W/M2), hrly),  average over previous hour	not applicable	33	air	field observation	-1	0	103	Average	climate	-9999	
317	USGS-GTNP_RadOutSW_WPM2_hrly	Radiation, outgoing shortwave	upwelling shortwave flux (W/M2), hrly),  average over previous hour	not applicable	33	air	field observation	-1	0	103	Average	climate	-9999	
319	USGS-GTNP_RainTotal_mm_hrly	precipitation	precip/rain (inches),  average over previous hour	not applicable	54	precipitation	field observation	-1	0	103	Average	climate	-9999	
320	USGS-GTNP_SnowDepth_cm_hrly	snow depth	snow depth (cm),  average over previous hour	not applicable	47	snow	field observation	-1	0	103	Average	climate	-9999	
321	USGS-GTNP_XXcm_GroundTemp_C_hrly	temperature	ground temperature at XX offset below the ground (C),  average over previous hour	not applicable	96	soil	field observation	-1	0	103	Average	climate	-9999	
322	USGS-GTNP_SoilMoisture_wfv_hrly	Volumetric water content	Soil moisture water fraction by volume at ~25 cm depth (water volume fraction of total volume),  average over previous hour	not applicable	333	soil	field observation	-1	0	103	Average	climate	-9999	
327	USGS-GTNP_BatteryV__hrly	Battery voltage	Battery Voltage (volts),  average over previous hour	not applicable	168	Instrument diagnostics	field observation	-1	0	103	Average	climate	-9999	
328	USGS-GTNP_PanelTempC__hrly	Panel temperature	Datalogger wiring panel temperature (C),  average over previous hour	not applicable	96	Instrument diagnostics	field observation	-1	0	103	Average	climate	-9999	
332	NCDC_ISH_DEWPOINT_TEMP	temperature, dew point	NCDC ISH, Dewpoint Temp, Degrees C, Instantaneous/Minute.  The temperature to which a given parcel of air must be cooled at constant pressure and water vapor content in order for saturation to occur.	Not Applicable	96	Air	Field Observation	0	0	102	Average	Climate	9999	
334	NCDC_ISH_WindDirection	Wind Direction	NCDC ISH, wind direction.  The angle, measured in a clockwise direction, between true north and the direction from which the wind is blowing.	Not Applicable	2	Air	Field Observation	0	0	102	Instantaneous	Climate	999	
335	NCDC_ISH_WindSpeed	Wind Speed	NCDC ISH, Wind Speed.  The rate of horizontal travel of air past a fixed point.	Not Applicable	119	Air	Field Observation	0	0	102	Instantaneous	Climate	9999	
336	NWISDV00045Incremental_30Min_inches	Precipitation	Precipitation, total, inches, 30 minute, incremental 	Not Applicable	49	Precipitation	Field Observation	0	30	102	Incremental	Climate	-9999	
